letter,term,important,sports,ap,definition
M,"Mr., Mrs., Ms., Miss
",false,false,false,"Do not use them except in quoted material.
See titles
"
M,"MTECH
",false,false,false,"This acronym for the Maryland Technology Enterprise Institute is used in ledes and second references (if first reference is not in lede). Using the institute is acceptable too. Note the lack of lowercase letters.
"
M,"Muslim Students Association
",false,false,false,"MSA acceptable on second reference.
"
M,"MVA
",false,false,false,"Acceptable on second reference for Motor Vehicle Administration.
"
N,"names",true,false,false,"If a story refers to two or more people with the same last name, refer to the first person mentioned by their last name in all references after the first reference. Always refer to the second person mentioned by their first and last names:
Sandra Forester makes good coffee. So Forester made the staff drink three pots each. Unfortunately, Forester’s mother, Lorene Forester, couldn’t brew her way out of a paper bag, so Lorene Forester just smoked a lot of cigarettes, much to her daughter’s chagrin.
In movie or TV reviews, use the most commonly used name of characters on second reference.
See middle initials
"
N,"Natatorium
",false,false,false,"The pool in Eppley. On first reference use Eppley Recreation Center Natatorium.
"
N,"National Institutes of Health, the
",false,false,false,"Not Institute. It has 11 component institutes, with headquarters in Bethesda. NIH is acceptable on second reference.
"
N,"National Organization for Women, the
",false,false,false,"For, not of.
NOW is acceptable on second reference.
"
N,"National Pan-Hellenic Council, the
",false,false,false,"Most Hispanic and historically Black fraternities and sororities belong to the NPHC. NPHC is acceptable on second reference. Use the council for variety. If National Pan-Hellenic Council and Panhellenic Association are used in the same story, make the difference clear.
See fraternities and sororities
"
N,"nationwide
",false,false,false,"No hyphen, one word.
"
N,"NCAA tournament",false,true,false,"The only time we capitalize Final Four, Elite Eight and Sweet 16 is in reference to the men’s and women’s NCAA basketball tournaments. They are copyrighted just for those tournaments, so all other uses are lowercase. Note tournament is lowercase.
"
N,"new record
",false,false,false,"Redundant. A record, by definition, breaks the old record.
"
N,"newspapers
",false,false,false,"Never italicized. With the full name, uppercase The, if that’s how the paper refers to itself: The Baltimore Sun, The Washington Post. If you can, abbreviate on second reference: The Sun, The Post. 
For papers whose names can’t be abbreviated, uppercase The on every reference: The Diamondback, The Capital.  
"
N,"news release
",false,false,false,"Do not use press release.
"
N,"next
",false,false,false,"See last, next
"
N,"n-----
",false,false,false,"Avoid N-word.
See obscenities
"
N,"NITE Ride
",false,false,false,"The university is confused as to which style it wants to use, but this is our style.
"
N,"nonbinary
",false,false,false,"No hyphen. Make sure not to misgender people in stories.
"
N,"nonconference",false,true,false,"No hyphen. Don’t listen to the sports desk. 
"
N,"north
",false,false,false,"See directions, regions
"
N,"North Campus
",false,false,false,"The location of the Cambridge, Denton and Ellicott communities.
"
N,"North Campus Dining Hall, the
",false,false,false,"Uppercase. Use the dining hall on second reference unless another dining hall is mentioned. Never use North Campus Diner or The Diner.
"
N,"North Hill
",false,false,false,"Comprises these dorms: Anne Arundel, Caroline, Carroll, Dorchester, Prince Frederick, Queen Anne’s, Somerset, St. Mary’s, Wicomico and Worcester halls.
"
N,"number
",false,false,false,"Amount refers to a non-numerical or unspecified quantity, while number refers to a quantity that can be counted. Much, little and less refer to amount; many and few refer to number.
Wrong: There was a large amount of mistakes in the story. (Use number.)
Right: A large amount of water filled the basement.
Wrong: Letters to the editor should be 600 words or less. (Use fewer.)
Right: He arrived in less than two hours. (Time is not counted in whole numbers; therefore, 1 1/2 hours is less than two hours.)
Use the construction No. 1, No. 15, etc., never number one or number 15.
"
N,"Nyumburu Amphitheater, the
",false,false,false,"Outdoor venue next to Stamp Student Union.
"
N,"Nyumburu Cultural Center, the
",false,false,false,"Nyumburu is the Swahili word for “freedom house.” It’s pronounced nim-BORE-oo (three syllables, not four).
"
O,"obscenities, ",true,false,false,"profanities, vulgarities
For online: Acceptable written out except for c--- and n-----.
For print: If they are used, only the first letter should be written, followed by the appropriate number of dashes. These are the only three words we censor, unless the editor in chief says otherwise:
f---
c---
n-----
Diversions and opinion stories are more lax with printing the full word for lesser obscenities (check with the editor in chief though).
Even in cases when obscenity is acceptable, there is usually a better, more effective choice of word or phrase.
News and sports stories should not use unless in quoted material.
"
O,"of, for
",false,false,false,"In titles, attempt to eliminate these prepositions.
Wrong: Dean of the School of Public Policy
Right: public policy dean (or public policy Dean if used before a name)
Do not use of, for in reference to university or SGA positions.
"
O,"Office of Civil Rights and Sexual Misconduct, the",true,false,false,"The office in charge of conducting administrative investigations of Title IX violations. On second reference, use the office, or the OCRSM if another office is mentioned. Don’t say Title IX office.
"
O,"Office of Diversity and Inclusion, the
",false,false,false,"The office in charge of overseeing hate bias incident investigations. On second reference, use the office, or the ODI if another office is mentioned.
"
O,"Office of Institutional Research, Planning and Assessment, the
",false,false,false,"The office that provides demographic data on students and staff. No Oxford comma. IRPA is acceptable on second reference.
"
O,"OK, OK’d, OK’ing, OKs
",false,false,false,"Not okay, okayed. Try to use approve instead.
"
O,"omnibus
",false,false,false,"SGA’s final legislative session each semester ties up loose ends and often results in some restructuring of the association.
"
O,"ongoing
",false,false,false,"Try to avoid this useless word. Everything is ongoing. Sigh.
"
O,"only
",false,false,false,"Make sure it’s placed next to the word it modifies and try to avoid in news and sports.
Wrong: He only lived for two hours after the accident.
This is wrong because it means that all he did is live for two hours.
Still pretty wrong: He lived for only two hours after the accident.
Right: He died two hours after the accident.
Ideally, only should be avoided because it implies an editorial judgment; it means the writer thinks there should have been more. 
"
O,"over
",false,false,false,"See more than, over
"
P,"Paint Branch, the
",false,false,false,"A stream that runs through College Park. This is the full name; don’t refer to it as Paint Branch Stream, Paint Branch Creek, etc.
"
P,"Paint Branch Drive
",false,false,false,"A road on the campus extending from University Boulevard to Campus Drive. Not to be confused with Paint Branch Parkway, the former name of part of Campus Drive.
See CAMPUS DRIVE
"
P,"Paint Branch Trail, the
",false,false,false,"A 3.5-mile trail that extends from Cherry Hill Road Community Park to Lake Artemesia. Parts of it run parallel to (and go under) Route 1, and it has side trails extending to Mazza Grandmarc and the University View, among other locations. 
When describing something that happened on the trail, use a landmark so readers will have an idea of where: A student was robbed on the Paint Branch Trail near Metzerott Road. On second reference, the trail unless another is mentioned.
In some areas, the Paint Branch Trail merges with other trails. If you’re unsure whether something happened on the Paint Branch Trail, check Google Maps or pgparks.com.
See TRAILS
"
P,"Panhellenic Association, the
",false,false,false,"PHA is acceptable on second reference and in ledes.
See fraternities and sororities
"
P,"parking lots
",false,false,false,"Use Lot 1 or Lot BB, for example, on all references. Parking garages are referred to by their names (Mowatt Lane Garage, Regents Drive Garage, etc.). The University College parking garage is referred to as such.
"
P,"parking garages
",false,false,false,"There are five parking garages on the campus: Terrapin Trail Garage (formerly known as the Arena Garage), Regents Drive Garage, Stadium Drive Garage, Mowatt Lane Garage and Union Lane Garage.
"
P,"Parren J. Mitchell Art-Sociology Building, the
",false,false,false,"Use this full name on first reference. On second reference and in ledes, the art-sociology building is acceptable.
SEE ART-SOCIOLOGY BUILDING, THE
"
P,"Pell grants
",false,false,false,"Named after U.S. Sen. Clairborne Pell (D-R.I.), these grants for tuition and expenses are given to students by the federal government based on need.
See grant, student loans
"
P,"people, persons
",false,false,false,"Don’t use persons.
"
P,"Pepco
",false,false,false,"Lowercase instead of PEPCO.
"
P,"per
",false,false,false,"Avoid it, except in sports references. Use a or an or replace it altogether: The committee meets 12 times a year. The expedition traveled an average of 12 miles a day. The wind blew at 40 mph.
"
P,"AP DEVIAVTION
",false,false,false,"percent
Spell out percent in all usages.
Right: About 50 percent of Nataraj’s time goes to engineering. 
Wrong: About 50% of Nataraj’s time goes to engineering.
"
P,"perfect
",false,false,false,"An absolute. Something cannot be more perfect than something else. Either it’s perfect — without flaw — or it isn’t.
"
P,"period
",false,false,false,"Should always go inside quotation marks. But its placement varies with parentheses.
SEE (AP) ADDENDUM | PUNCTUATION
"
P,"Ph.D., Ph.D.s
",false,false,false,"Use doctorate instead, except in quoted matter.
SEE ACADEMIC DEGREES
"
P,"phase
",false,false,false,"See faze, phase
"
P,"phone numbers
",false,false,false,"Area codes in parentheses. (301) 314-8200
"
P,"photocopy
",false,false,false,"Use to mean copy on a photographic copying machine, such as a Xerox machine. Xerox is a trademark, not a verb.
"
P,"photo credits
",false,false,false,"Use the following format:
JOE RYAN/THE DIAMONDBACK 
(Staff photographer)
JOHN SMITH/FOR THE DIAMONDBACK 
(Photographer)
PHOTO COURTESY OF TERRAPIN TURF 
(Courtesy art)
FILE PHOTO
(File photo)
PHOTO VIA WIKIMEDIA COMMONS
(Photo taken from free use website like Wikimedia Commons or Pexel)
"
P,"pickup, pick up
",false,false,false,"Pickup is the noun and adjective; pick up is the verb.
"
P,"pill
",false,false,false,"Do not capitalize. Use birth control pill on first reference. Use the pill in later references.
"
P,"Pines, Darryll
",false,false,false,"University president. He assumed the role July 1, 2020. 
"
P,"pledge, pledges
",false,false,false,"Old term for members of the Greek system in the process of gaining acceptance into a house. Don’t use. Use new members.
See rush, Rush and fraternities and sororities
"
P,"plus-minus grading
",false,false,false,"Not plus/minus grading.
"
P,"police
",false,false,false,"It’s University of Maryland Police, Prince George’s County Police, state police. Do not use department.
On second references, use police unless more than one police agency is involved, in which case use university police, county police, state police, etc.
The U.S. Park Police supervise the parks in Washington, D.C., as well as Greenbelt Park and certain other federal lands in the capital’s Maryland and Virginia suburbs. They usually supply estimates of crowds at downtown demonstrations.
Attribute crowd counts to them.
"
P,"political parties",false,false,true,"Capitalize the formal name of a party, and the word party: Republican Party, Democratic Party, Communist Party, Monarchist Party, Old Line Party. A description is lowercase: the conservative party.
For short-form legislative titles, use parentheses, not commas: Rep. Steny Hoyer (D-Md.) went to Danielle Newman’s high school. This differs from AP style.
See Student Government Association
"
P,"positions (capitalization)",false,true,false,"No need to capitalize sports positions, like quarterback or attacker, before names. Likewise for coach.
"
P,"possessives
",false,false,false,"Use AP style. 
SEE (AP) ADDENDUM | PUNCTUATION | APOSTROPHE
"
P,"presently
",false,false,false,"This means soon, which is a preferable substitute. Use currently or now to mean now, but generally it’s understood that things are happening “now,” so avoid those words too.
"
P,"president
",false,false,false,"On first reference, we refer to university President Darryll Pines as such. On second reference, use Pines or the university president, but not the president.
On first reference, it’s President Joe Biden and then Biden on subsequent references. For former presidents it's the full name, such as: former President Barack Obama, and then Obama on subsequent references. 
See titles 
See Pines, Darryll
"
P,"Pride Alliance, the
",false,false,false,"Formerly the Lesbian, Gay, Bisexual and Transgender Alliance. Use Pride Alliance on all references.
"
P,"Prince George’s County
",false,false,false,"Use on first reference. “P.G. County” should never be used — it’s an abbreviation that many Prince Georgians associate with police brutality and other racial inequalities. Bracket Prince George’s when “P.G.” is used in quotes. Use the county on second reference if no confusion will result.
SEE county
"
P,"Prince George’s County Fire/EMS Department, the
",false,false,false,"In Prince George’s County, these are one department, not two. On second reference, the department, or the fire/EMS department if necessary for clarity. Never spell out emergency medical services. 
"
P,"prior to
",false,false,false,"Use before in most cases.
SEE (AP) PRIOR TO
"
P,"profanity
",false,false,false,"See obscenities
"
P,"professor
",false,false,false,"Never abbreviate unless you’re in need of headline space. Lowercase, whether used before or after the name: Denny Gulick, a university mathematics professor; philosophy professor John Rawls. 
Omit assistant or associate professor unless relevant to the story.
Specify whether a faculty member is an instructor, a lecturer or a professor. Only associate professors and professors are tenured.
If someone teaches in more than one department, list the departments in alphabetical order: Ian MacKaye, math and physics professor.
Check the current faculty/staff directory for official titles.
"
P,"pronouns",true,false,false,"The Diamondback uses the entire spectrum of pronouns — including neopronouns and alternating pronouns. If someone’s pronouns alternate, use all pronouns in the story. If there are points of confusion, use their last name instead of a pronoun. 
Right: Jane’s pronouns are she/they. Jane likes to cook. She has many recipes. Instead of added sugar, they use fruit.
Wrong: Jane’s pronouns are she/they. Jane likes to cook. She has many recipes. Instead of added sugar, she uses fruit.
Reporters should be asking sources their pronouns and copy editors need to confirm the pronouns for all stories.
Do not use the phrase “preferred pronouns.” Someone’s pronouns are just their pronouns and it does not need explaining. 
Example: “What are your pronouns?” not “What are your preferred pronouns?”
"
P,"protester
",false,false,false,"Not protestor. Use demonstrator and/or activist later in the story.
"
P,"ProtectUMD",true,false,false,"One word, no space or hyphen. Use on all references.
A coalition of 25 student groups formed in the wake of Trump’s presidential win. The group sent a list of 64 demands to administration in November 2016, and often protests on the campus after national events.
"
P,"prove, proved, proven
",false,false,false,"Use proven only as an adjective: a proven cure. Proved is the preferred past tense: Nothing was proved.
"
P,"provost
",false,false,false,"Lowercase. Use in reference to administrative provosts. Under the academic reorganization of 1986, the academic affairs vice president is also a provost.
See titles
"
P,"publications
",false,false,false,"See magazines
See Maryland Media Inc.
See newspapers
See addendum | works
"
P,"punctuation
",false,false,false,"Think of it as a courtesy to your readers, designed to help them understand a story. Refer to AP style for usage standards, but be aware that specific entries in this stylebook could deviate from that agency’s rules.
See (AP) addendum | punctuation
"
P,"Purple Line, the
",false,false,false,"A proposed light-rail system currently under construction that would connect communities in Montgomery and Prince George’s counties. It’s slated to have 21 stops, five of which will be on or near this university’s campus:
1. Adelphi Road — West Campus Station (on Campus Drive next to the Adelphi Road intersection)
2. Campus Center Station (on Campus Drive outside Cole Field House)
3. East Campus Station (on Rossborough Lane next to Ritchie Coliseum)
4. College Park Metro Station (just south of the Metro boarding platform)
5. M Square Station (off River Road next to the Haig Drive intersection)
Refer to 20 of the 21 stops in the [name] Station format. The exception is the Riverdale Park Station, which should be referred to as the Riverdale Park Purple Line station or the Purple Line station in Riverdale Park to avoid confusion with the Riverdale Park Station development. On second reference, the station is fine unless another is mentioned.
The Maryland Transit Administration manages the Purple Line project; it’s not controlled by the Metro, although some of their planned stops will overlap.
"
P,"Pyon-Chen Hall
",false,false,false,"The first dorm to open in the Heritage Community in 2021. Named for Pyon Su, the first Korean student to receive a degree from any American university when he graduated in 1891 from the Maryland Agricultural College, and Chunjen Constant Chen, the first Chinese student enrolled in the Maryland Agricultural College.
"
Q,"quotation, quote
",false,false,false,"Use quote.
"
Q,"quotation marks
",false,false,false,"For specific questions, refer to AP style.
Note that for quotes within quotes, the period or comma is inside both sets of punctuation: “The chancellor told me, ‘I want more money,’” Loh said.
When a quote carries over into the next paragraph, end the first graf with a quotation mark if the graf’s last sentence contains a partial quote. For example: Loh said he is “happy-go-lucky.”
“That’s the way I’ve always been,” he said.
If the quote spans multiple paragraphs, drop the end quotes from the first paragraph. Always start the next graf with quotation marks: Loh said, “I’m just a happy-go-lucky kind of guy.
“That’s the way I’ve been since I was young.”
"
Q,"quote
",false,false,false,"It should go without saying that quoted matter must be absolutely accurate. If you think quoted content in a story is mistyped, factually inaccurate or otherwise questionable, call the reporter. Do not edit quotes without using brackets and don’t go crazy with bracket usage. 
"
R,"race",true,false,false,"Identify people by race only when relevant.
Do not make assumptions about someone’s heritage or identity based on race.
See (AP) race
"
R,"range
",false,false,false,"Use only when referring to a continuous scale. Beware of false ranges.
Wrong: Course offerings ranged from history to science. (There is no scale along which courses can fall.)
Right: Temperatures ranged from 30 degrees to 90 degrees. Reaction ranged from lukewarm support to enthusiastic praise.
"
R,"Reading Day
",false,false,false,"Capitalize on all references.
"
R,"real, really
",false,false,false,"Real is an adjective; really is an adverb.
Right: The Cow Nipple isn’t a real newspaper.
Wrong: Ella Sherman dances real well.
"
R,"rebut, refute
",false,false,false,"Rebut means to argue to the contrary: He rebutted his opponent’s argument.
Refute means to prove wrong and thus almost always implies an editorial judgment. Refute should be replaced by rebut, deny, dispute, reply to or respond to in almost all cases.
"
R,"Reckord Armory, the
",false,false,false,"Use the full name on first reference and the Armory on subsequent references.
"
R,"Red-White spring game, the",false,true,false,"Note capitalizations.
"
R,"reelect, reelection
",false,false,false,"See (AP) prefixes
"
R,"regents, board of
",false,false,false,"See Board of Regents
See addendum | usm
"
R,"reign, rein
",false,false,false,"Check AP style if you are not sure of the difference. A king reigns over a country; a rider pulls on a horse’s reins.
"
R,"relevance
",false,false,false,"Not relevancy. Never relevancy.
"
R,"Republican, Republican Party
",false,false,false,"Capitalize both words in all references to the political party or its members. Use GOP on second reference only. 
See political parties
"
R,"residence
",false,false,false,"Don’t use this long term — use house, apartment, dorm or whatever else it is. Be specific. One exception is the President’s Residence.
"
R,"residence hall
",false,false,false,"Do not use this wordy term for the word dorm unless it’s in a quote. 
See dorm
"
R,"Residence Hall Association, the
",false,false,false,"Not Resident Hall Association. Use RHA on later references. A the is necessary when using the acronym as a noun.
Use the acronym on first reference if it’s in the lede and spell it out on second reference. Do not use the acronym in parentheses on first reference. Never do that.
"
R,"resident
",false,false,false,"People who live in dorms are dorm residents.
People who live in the state are state residents, not necessarily citizens.
"
R,"resident assistant
",false,false,false,"On first reference, lowercase resident assistant in all cases. RA is acceptable on second reference. The plural is RAs.
"
R,"resident director
",false,false,false,"RAs must report to resident directors. Be sure to distinguish from the resident life director, who is in charge of all the campus’s dorms.
RD is acceptable on second reference. The plural is RDs.
"
R,"Resident Life, the Department of
",false,false,false,"The administrative office that runs the dorms. The head is the resident life director. (Not resident life office director). On second reference, Resident Life or the department is acceptable. Res Life is acceptable in headlines.
"
R,"resume
",false,false,false,"For both the verb meaning to continue and the professional document.
"
R,"reverend
",false,false,false,"Use the Rev. before the name, and the reverend or the person’s last name on other references.
Also, on all references for Rev. Rich Abdill.
"
R,"Ritchie Coliseum
",false,false,false,"Don’t forget the t.
"
R,"Riverdale Park
",false,false,false,"Not Riverdale. The town changed its name in 1998.
"
R,"Station at Riverdale Park, the
",false,false,false,"An upscale development on Route 1 south of the campus. It’s the one with the Whole Foods. 
"
R,"R.J. Bentley’s
",false,false,false,"Bentley’s on second reference. Note there is not a space in R.J.
"
R,"Robert H. Smith School of Business, the
",false,false,false,"Don’t use.
See business school
"
R,"“Rock and Roll, Part II”",false,true,false,"Use in quotations to refer to the song chanted at athletic events. Do not refer to it as the “You Suck” song.
"
R,"room numbers
",false,false,false,"Lowercase: room 3112 of Stamp Student Union. Never use a letter prefix to a room, such as T-300 Skinner Building. The T refers to the campus’s letter code for the building and therefore is redundant.
"
R,"Rossborough Inn
",false,false,false,"The oldest building on the campus. George Washington ate there. 
Use the inn on second reference.
"
R,"Route 1",true,false,false,"Abbreviate in headlines only (Rt. 1); always use the numeral. When referring to the efforts to redevelop Route 1, use redevelopment, not reconstruction.
When using block numbers, add a landmark to give the reader context.
"
R,"Route 193
",false,false,false,"Don’t use.
See UNIVERSITY BOULEVARD
"
R,"rush, Rush
",false,false,false,"Do not use. Use recruitment instead. 
See pledge
"
S,"same-sex marriage
",false,false,false,"Approved in this state by referendum in November 2012. Made constitutional by the Supreme Court in 2015. Not gay marriage.
"
S,"Samuel Riggs IV Alumni Center, the
",false,false,false,"The alumni center on second reference.
"
S,"SAT
",false,false,false,"Acceptable on all references for the Scholastic Assessment Test. It used to be the Scholastic Aptitude Test. Its plural is SATs.
"
S,"Satellite Central Utilities Buildings
",false,false,false,"There are four. They provide utilities to several on-campus buildings and apartments. The title is confusing, so don’t use it; call it a campus utility building instead. Do not use the acronym SCUB.
"
S,"scheme
",false,false,false,"If you do not mean to imply secrecy or ingenuity, do not use scheme to mean plan or project.
Right: James Franklin devised a scheme to get the top recruits in Maryland and Virginia to come to University Park.
"
S,"schools
",false,false,false,"Capitalize: Eastern High School, Loyola College, Princeton University, the University of Pennsylvania. But don’t capitalize this university’s architecture school, public policy school, etc.
See college
"
S,"school year
",false,false,false,"Never use.
See ACADEMIC YEAR
"
S,"Schutz Football Practice Complex, the",false,true,false,"The practice area bound by Stadium Drive, Regents Drive Garage, Fieldhouse Drive, Bob “Turtle” Smith Stadium and the Varsity Team House. Contains three full-length football fields surrounded by a covered chain-link fence. 
On second reference, the complex, not Schultz.
"
S,"sections
",false,false,false,"Sections of The Diamondback are not capitalized in body copy. They are news, opinion, diversions and sports.
"
S,"senate, Senate
",false,false,false,"Use Senate, capitalized, to mean the U.S. Senate or the state Senate. Precede with U.S. or state on the first reference if necessary to avoid confusion.
Use senate, lowercase, on second references to the University Senate.
See University Senate
"
S,"Senior Day",false,true,false,"Capitalize on all references.
"
S,"Sept. 11, 9/11
",false,false,false,"Either is acceptable.
"
S,"series
",false,false,false,"Do not use an Oxford comma (the comma immediately before the and or the or in a series). 
Wrong: The boys, girls, and dogs went to camp.
Right: The boys, girls and dogs went to camp.
Use semicolons when at least one clause has a comma.
Wrong: The boys went to camp; the girls went home; and the dogs got lost.
Right: The boys went to camp, where they slept in tents; the girls went home, where they slept in their beds; and the dogs got lost.
As a noun, series is both singular and plural. Don’t try anything crazy like serieses.
"
S,"sexual assault prevention task force, the
",false,false,false,"The Joint President/Senate Task Force on Sexual Assault Prevention provided recommendations in March 2017 on how to combat sexual assault on the campus. 
"
S,"Seven Springs Village
",false,false,false,"Apartment complex located on Cherry Hill Road where many of this university’s students live. Use Seven Springs on second reference.
"
S,"Shanghai Cafe
",false,false,false,"A restaurant that used to be near Subway, across Route 1 from Jimmy John’s, but was demolished in 2020 to make room for the new city hall! Don’t confuse with Shanghai Tokyo Cafe. 
See shanghai tokyo cafe
It’s right there, look!
"
S,"Shanghai Tokyo Cafe
",false,false,false,"A restaurant below the View. Do not confuse with Shanghai Cafe.
"
S,"Shipley Field
",false,false,false,"SEE Bob “Turtle” Smith Stadium
"
S,"Shuttle-UM
",false,false,false,"Operated by the Department of Transportation Services. Note the hyphen. Not UM-Shuttle.
When referring to specific Shuttle-UM routes, use a pound sign, then the numeral, then the name of the route: #104 College Park Metro, #116 Purple. On second reference, just the pound sign and numeral.
"
S,"since
",false,false,false,"See because, since
"
S,"sizable
",false,false,false,"Not sizeable. If you have to use it — the word large will usually do — spell it right.
"
S,"Smithsonian Institution
",false,false,false,"Not Institute. Individual museums are capitalized: Gallery of Art, Museum of Natural History.
"
S,"softball positions
",false,false,false,"See bASEBALL, SOFTBALL POSITIONS
"
S,"sophomore
",false,false,false,"Note the second o.
"
S,"south
",false,false,false,"See direction, regions
"
S,"South Atlantic States
",false,false,false,"Maryland is one of eight South Atlantic states. The others are Delaware, Florida, Georgia, North Carolina, South Carolina, Virginia and West Virginia.
"
S,"South Campus
",false,false,false,"The location of the Leonardtown Community, North Hill, South Hill and South Campus Commons.
"
S,"South Campus Commons
",false,false,false,"Apartments on South Campus. Refer to individual buildings as Commons 7, etc.
"
S,"South Campus Dining Hall, the
",false,false,false,"Uppercase. Use the dining hall on second reference, unless another dining hall is mentioned. Never use South Campus Diner.
"
S,"Southern Management Corporation 
",false,false,false,"The property management company that owns The Hotel at the University of Maryland, the College Park Cambria and Graduate Hills and Gardens, among other properties. On second reference, Southern Management. No the.
"
S,"South Hill
",false,false,false,"Comprises Allegany, Annapolis, Baltimore, Calvert, Cecil, Charles, Frederick, Garrett, Harford, Howard, Kent, Montgomery, Prince George’s, Talbot and Washington halls. All are dorms, with the exception of Annapolis, which houses the South Hill service desk and community center.
"
S,"special days and events
",false,false,false,"Observances such as Greek Week, Black History Month, Christmas Day or President’s Convocation should be capitalized.
"
S,"speeches
",false,false,false,"Capitalize as you would the title of a book, and put it in quotes: The speech, “Putting the World Into Perspective,” was boring.
See addendum | works
"
S,"spokesperson
",false,false,false,"Use this term instead of whatever official title an organization may bestow. Use when referencing communications officials, such as university spokesperson Natifia Mullings. Do not use spokesman or spokeswoman. Do not capitalize.
"
S,"spring break, winter break
",false,false,false,"Not Christmas vacation or Easter break.
"
S,"Springhill Lake Apartments
",false,false,false,"An apartment complex in Greenbelt. Use Springhill Lake on second reference.
"
S,"Stadium Drive Garage
",false,false,false,"Uppercase.
See parking garages
"
S,"Stamp Gallery, the
",false,false,false,"Art gallery in Stamp Student Union.
"
S,"Stamp Student Union
",false,false,false,"Stamp is acceptable on second reference. Don’t use Adele H. Stamp Student Union unless in a quote. No the. 
"
S,"state government
",false,false,false,"The General Assembly comprises two houses: the Senate and the House of Delegates. Members of the Senate are senators; members of the House are delegates.
On first reference, use Senate or state Senate and House of Delegates.
The Senate president heads the Senate; the speaker heads the House.
"
S,"state names
",false,false,false,"Spell out state names in all uses in the body of a story, except for short-form legislative titles.
See LEGISLATIVE TITLES
"
S,"state’s attorney’s office, the
",false,false,false,"Note apostrophe placement.
"
S,"statehouse, the
",false,false,false,"It’s in Annapolis. And it’s one word.
"
S,"state police
",false,false,false,"See police
"
S,"statewide
",false,false,false,"No hyphen, like campuswide and nationwide.
"
S,"Strategic Plan, the
",false,false,false,"A 10-year plan approved every decade by the Board of Regents to improve the university system.
"
S,"STEM
",false,false,false,"Acceptable on all references to the fields of science, technology, engineering and mathematics.
"
S,"St. John Properties
",false,false,false,"A real estate developer that worked with this university to create the College Park Academy. Not St. John’s.
See COLLEGE PARK ACADEMY, THE
"
S,"student activities fee, the
",false,false,false,"Not activity. The fee is mandatory for all full-time undergraduates, and the total collected each year is allocated to student groups by the SGA. This money goes into the student activities fund.
"
S,"student-athlete",true,false,false,"Don’t use this term. Use college athlete. Student-athlete is a term the NCAA uses to box athletes in. Google for more info. Use your judgment. 
"
S,"Student Entertainment Events
",false,false,false,"Use full name on first reference, except in the lede, where SEE is acceptable. Use SEE on second reference. Note the uppercase “E”s in SEE. 
Student Entertainment Events is the student concert and entertainment board. Formally SEE Productions and Student Entertainment Enterprises.
"
S,"Student Government Association, the",true,false,false,"Use SGA in lede and spell out on second reference. If not in the lede, the first reference should be spelled out. Use SGA thereafter. A the is necessary when using the acronym as a noun.
Members of the SGA voted Wednesday...
Legislators should be identified by area: Joe Jonas, a South Hill legislator. Other SGA legislative areas:
North Hill, Denton Community, Ellicott Community, Cambridge Community, Greek, commuter, at-large.
Lowercase titles and put after the name, such as: Dan Alpert, SGA president. If you must put the title before the name, it follows the normal title format.
See titles
The SGA’s structure is outlined by its constitution.
Constitutional amendments require the approval of the SGA legislature at two meetings and can be blocked by student petition.
The SGA bylaws outline the procedures the SGA may use in carrying out its functions. Bylaws may be changed at any meeting by a two-thirds majority of the legislators present. As a result, the bylaws tend to change fairly often.
Capitalize SGA committees. 
"
S,"Student Judicial Board, the
",false,false,false,"The board and the panel are acceptable on second reference. Use Jud Board only in headlines when nothing else will fit.
See Judicial Board
"
S,"student loans
",false,false,false,"Be careful to distinguish among the different types of loans available to students.
Stafford Loans are low-interest loans made by lending institutions (banks, savings and loans, credit unions, etc.), but are guaranteed, or covered by the federal government if the borrower doesn’t pay back the loan. Staffords are first sent to the school, which pays the borrower’s tuition and fees before releasing the rest of the loan to the student. 
National Direct Student Loans are federal funds loaned by the school the student is attending.
PLUS loans, which have a higher interest rate than guaranteed student loans, are made by lending institutions to parents of students. PLUS loans are sent directly to the borrower.
Loans, unlike grants, must be repaid.
See Pell grants
"
S,"Student Organization Resource Center, the
",false,false,false,"Use SORC in ledes and on second reference.
"
S,"suicide
",false,false,false,"The Diamondback does not report on suicides unless part of a larger news story or is a known university figure. When referring to it when necessary, use “died by suicide.” 
"
S,"systemwide
",false,false,false,"Note the lack of hyphenation.
"
T,"Tawes Hall
",false,false,false,"An exception to the buildings entry. Official name is Tawes Fine Arts Building, but we call it Tawes Hall.
SEE BUILDINGS
"
T,"teaching and learning, policy and leadership department, the
",false,false,false,"One comma, two ands. Yes, that’s actually its name. 
"
T,"teaching assistant
",false,false,false,"TA is acceptable on second reference. The plural is TAs. Graduate assistant or GA are also acceptable.
"
T,"team, university names",true,false,false,"Generally, when referring to a university use its entire name. Rutgers University will transfer to the Big Ten.
But when referring to an athletic team or in sports context, you can use shortened name or mascot. Students celebrated after the Terps defeated Duke. Quarterback Danny O’Brien transferred to Wisconsin.
Use case-by-case judgment and refer to previous Diamondback stories. Example: Virginia Tech is never referred to by its full name, Virginia Polytechnic Institute and State University.
"
T,"television, TV
",false,false,false,"TV can be used as a noun or an adjective and is acceptable on all references to television. Note the lack of periods. For TV stations, use station call letters with the channel in parentheses: WRC-TV (Channel 4).
"
T,"television seasons
",false,false,false,"Use lowercase letters and spell out numbers less than 10: I loved Breaking Bad season five.
"
